stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id
2526,"ZAOLS01","Zalasewo/Olszynowa",52.3889520000,17.0934040000,B
134,"ROSR43","Rondo Śródka",52.4095338300,16.9562091400,A
672,"SKGIM01","Skórzewo/Kozierowskiego Szkoła",52.3906001200,16.7780093800,B
890,"PUKOS02","Puszczykowo/Kościelna",52.2868372500,16.8561380700,C
932,"LUSTP01","Luboń/Straż Pożarna",52.3452989415,16.8779463612,B
907,"LUPOD01","Luboń/Podgórna",52.3250799374,16.8793335721,B
1251,"SDKUP02","Swarzędz/Kupiecka",52.3977470000,17.0721820000,B
3340,"WYWIE01","Wysogotowo/Wierzbowa",52.4144321700,16.7763959900,B
3344,"GVOSI02","Gaj Wielki/",52.4602940000,16.5752840000,C
1262,"CHAR02","Chartowo",52.3964660400,16.9821881100,A
1171,"GNIE01","Gnieźnieńska",52.4236887200,16.9884845700,A
2153,"KAPOL01","Kamionki/Polna",52.2868362500,16.9866283700,B
2023,"CYLIP02","Chyby/Lipowa",52.4602565710,16.7625127003,B
2423,"BOPAL02","Bolechowo/Pałac",52.5442235600,16.9906102700,C
1723,"POGL05","Poznań Główny",52.4016093600,16.9156987800,A
4103,"BROW02","Browarna",52.3994165700,17.0184791300,A
3554,"WROB02","Wróblewskiego",52.3642313000,16.8842616000,A
1539,"KRNY02","Krzesiny",52.3412578600,16.9881387800,A
2633,"KDWIE01","Kórnik/Bnin Wierzbowa",52.2231962600,17.0963136300,C
2017,"BNUNP01","Baranowo/Uniwersytet Przyrodniczy",52.4490001626,16.7835717433,B
2213,"CEOPP02","Czerwonak/Os. Przylesie PKM",52.4808199700,16.9787556700,B
3946,"COEKS02","Chomęcice/S5",52.3333364706,16.7350636324,C
671,"SKOSM01","Skórzewo/Os. Makowe",52.3895040000,16.7810874900,B
314,"SLKRA01","Suchy Las/Krańcowa",52.4813058000,16.8860568100,B
2324,"ZNSZK02","Zimin/Szkoła",52.2953961100,17.1517947500,B
2623,"KDPRO02","Kórnik/Prowent",52.2414215300,17.0896092300,C
2470,"SGSOK02","Sokolniki Gwiazdowskie/Sokolnicka",52.4092140000,17.1671160000,C
1675,"BAKA03","Baraniaka",52.4032123900,16.9542642700,A
4088,"OGDY12","Ogrody",52.4162943761,16.8814143886,A
19,"NADW42","Nad Wierzbakiem",52.4213126600,16.9081035700,A
2318,"KECME01","Krerowo/Cmentarz",52.2900075900,17.1844939200,B
2918,"DEDAB01","Dębogóra/Dąbrówki",52.4986421100,17.0824978500,C
652,"BRZE02","Brzechwy",52.4077735600,16.8440425500,A
2446,"SBDOB01","Sarbinowo/II (Dobrepole)",52.4148870000,17.1550420000,C
4018,"SCSZK02","Szczodrzykowo/Szkoła",52.2844967703,17.1051685647,C
388,"SZYM04","Szymanowskiego",52.4602173400,16.9191827800,A
788,"WINI02","Os. Winiary",52.4347906600,16.9087822900,A
1195,"KZKRO01","Koziegłowy/Krótka",52.4471103156,16.9956379292,B
599,"BRAN01","Braniewska",52.4352589000,16.8216492500,A
2477,"SDPIA01","Swarzędz/Piaski",52.4078630000,17.0752130000,B
3111,"KASZK01","Kamionki/Szkoła",52.2777488660,16.9918157203,B
123,"WROC72","Wrocławska",52.4056098100,16.9323084800,A
377,"SOSZ01","Os. Sobieskiego Szkoła",52.4657475600,16.9065992000,A
1981,"BTWID01","Batorowo/Widok",52.4218991500,16.7463578200,C
1839,"KIZIE02","Kiekrz/Zielona",52.4919982200,16.7728699100,B
591,"KRZY01","Krzyżowniki",52.4418011800,16.8075931300,A
1274,"ANST02","Antoninek PKM",52.4097310900,17.0293978700,A
4218,"UE71","Uniwersytet Ekonomiczny",52.4067627000,16.9170955800,A
1762,"KOKSM01","Komorniki/Ks.Malinowskiego",52.3392363200,16.8004527700,B
2183,"BOKAS01","Bolechowo-Os./Kasztanowa",52.5503955500,16.9733586200,C
2983,"KOKOL02","Komorniki/Kolejowa",52.3522075400,16.8273563100,B
1664,"GABA04","Garbary PKM",52.4167634300,16.9391277100,A
2782,"RODWO02","Rosnówko/Dworcowa",52.2972400083,16.7672351206,C
3990,"WILC03","Wilczak",52.4281443625,16.9461853343,A
2240,"GWTAN02","Tanibórz/Wschód",52.3513575600,17.1469431400,B
1930,"WYPKN02","Wysogotowo/Piękna",52.4059193300,16.7861267700,B
2666,"KDINS02","Kórnik/Parkowa Instytut",52.2450821500,17.0961829700,C
2239,"GWTOP02","Gowarzewo/Kaplica",52.3616530300,17.1230105000,B
401,"STOI01","Stoińskiego",52.4517639100,16.9276784100,A
550,"STGR02","Strzeszyn Grecki",52.4468104200,16.8741145500,A
1966,"SWAUC02","Swadzim/Auchan",52.4414867500,16.7626139200,B
2412,"PJNZ02","Podjaryszki",52.3377552600,17.0152323100,A
55,"LUSZ42","Lutycka Szpital",52.4397183900,16.9099956200,A
2049,"TPNOW02","Tarnowo Pdg/Nowa",52.4627828000,16.6558864200,C
3930,"FALI02","Falista",52.3692700000,16.9493800000,A
3862,"DEWIA01","Dębogóra/Wiązowa",52.4990156122,17.0756829531,C
2396,"DELES02","Dębogóra/Leśna",52.4974469900,17.0919767300,C
1968,"SAWIA02","Sady/Wiadukt",52.4487345900,16.7233684400,C
448,"BURY01","Burysława",52.4587803100,16.9468127400,A
2761,"DHTEC02","Dachowa/Tęczowa",52.3017909213,17.0864707319,B
2582,"MGPKM02","M. Goślina/PKM",52.5752468369,17.0153687915,C
2641,"BHPET01","Błażejewko/Pętla",52.1992748000,17.1076437400,C
2880,"GWBOR02","Gowarzewo/Borówkowa",52.3698633400,17.1480015700,B
2380,"BWKRE02","Bolechówko/Kręta",52.5180531200,16.9873820900,C
530,"STNZ02","Instytut Genetyki",52.4453455800,16.9005296100,A
610,"WICH01","Wichrowa",52.4322530000,16.8100220200,A
360,"LEGO02","Łęgowskiego",52.4609955600,16.8927830700,A
2537,"SDPRO01","Swarzędz/Zielona",52.3967190000,17.0759180000,B
3202,"DOWJE02","Dopiewo/Więckowska I",52.3683036141,16.6661015387,C
1700,"ROSK42","Rondo Skubiszewskiego",52.3898352000,16.8538765600,A
953,"WIWIR02","Wiry/Wirowska",52.3264065007,16.8442253288,B
2443,"SBCHM02","Sarbinowo/I (Chmielna)",52.4193430000,17.1554820000,C
2615,"RBWEZ01","Robakowo/Węzeł",52.2968074200,17.0513468000,B
3882,"KLWEZ01","Kleszczewo/Węzeł",52.3347800777,17.1675045125,B
129,"MAGA42","Małe Garbary",52.4108894900,16.9372306700,A
1474,"INFL01","Inflancka",52.3854562500,16.9643812900,A
1112,"OZIM01","Ozimina",52.4280068400,16.9248374900,A
4220,"SZWE01","Szwedzka",52.3820321731,16.9911811451,A
1191,"KZTDW02","Koziegłowy/Taczaka II",52.4433574000,17.0029086200,B
78,"DRZE41","Drzewieckiego",52.3968382200,16.8675472100,A
488,"SERB03","Serbska",52.4324866200,16.9455849500,A
2379,"BWKRE01","Bolechówko/Kręta",52.5180795000,16.9872088100,C
984,"LUSIK01","Luboń/Sikorskiego",52.3484378774,16.8733124863,B
2874,"GWNOW02","Gowarzewo/Nowa",52.3618894800,17.1324582700,B
1402,"FORT01","Forteczna",52.3678671100,16.9387037800,A
1009,"CEDZ01","Cedzyńska",52.3675095800,16.8491513400,A
1246,"SDCEG02","Swarzędz/Os. Cegielskiego",52.4011580000,17.0591470000,B
696,"DOKOS01","Dopiewo/Kościół",52.3579512700,16.6763361100,C
1345,"CZLES02","Czapury/Leśna",52.3241389200,16.9116227200,B
1630,"GLHE72","Głogowska/Hetmańska",52.3906050800,16.8948032700,A
3224,"KOLAK01","Komorniki/Łąkowa ",52.3325514895,16.8128802642,B
2187,"BOPOL01","Bolechowo/Poligonowa",52.5428265900,16.9866620000,C
827,"DOWI02","Dolna Wilda",52.3696606600,16.9157519700,A
1326,"GLSZ01","Głuszyna Szkoła",52.3139840300,16.9648432500,A
3379,"ZLOSI02","Złotniki/Osiedle",52.4887761100,16.8543785300,B
2387,"PTWIE01","Potasze/Wierzbowa",52.5236765300,17.0251506100,C
367,"WRTV02","Wieża RTV",52.4573215300,16.9041604300,A
3869,"FRWO03","Franowo",52.3808700000,17.0005200000,A
1031,"RAKO02","Rakoniewicka",52.3779337800,16.8811918100,A
775,"RYCE04","Rycerska",52.4040272400,16.8692931700,A
2400,"SDCYB02","Swarzędz/Cybińska",52.4167290000,17.0884440000,B
2199,"OWLIP02","Owińska/Lipowa",52.5174170200,16.9852050500,C
1739,"PLPOD02","Plewiska/Podgórna",52.3665765900,16.8247110000,B
4202,"PODJ01","Podjazdowa",52.4789838792,16.7786574747,A
1753,"GSSZK01","Gołuski/Szkolna",52.3580989700,16.7530514700,C
2978,"KOWIS01","Komorniki/Wiśniowa",52.3478051800,16.8116992600,B
407,"OSCH01","Os. Chrobrego",52.4523531300,16.9119273400,A
753,"KRAS02","Kraszewskiego",52.4086350800,16.9018666600,A
4165,"MRCI72","Aleje Marcinkowskiego",52.4073055900,16.9288885500,A
1364,"TOMA02","Tomaszowska",52.3436345800,16.9344514300,A
509,"LUSZ02","Lutycka Szpital",52.4403618500,16.9081700400,A
1942,"PMKRA02","Przeźmierowo/Krańcowa",52.4210581653,16.7876891035,B
1570,"TARC01","Tarczowa",52.3776350000,16.8953637300,A
86,"MODW71","Most Dworcowy",52.4040015200,16.9110290500,A
1957,"PMLES02","Przeźmierowo/Leśna",52.4310613477,16.7829814407,B
1256,"ZELA01","Żelazna",52.3919937600,16.9995177000,A
795,"ALSO01","Aleje Solidarności",52.4362053000,16.9200216900,A
939,"LUZSK02","Luboń/Zespół Szkół",52.3481402292,16.8963490427,B
3853,"COWSP01","Chomęcice/Wspólna",52.3292490000,16.7648296400,C
1904,"ZYPET01","Żydowo/Pętla",52.5472827900,16.7519406500,B
1192,"KZTDW01","Koziegłowy/Taczaka II",52.4437297100,17.0028496100,B
1997,"ZKINS01","Zakrzewo/Instytut",52.4060460100,16.7029056000,C
1094,"CHOC01","Chociszewskiego",52.3918764200,16.8940733300,A
2411,"JADZ01","Jaryszki/Działki",52.3340673026,17.0187335159,B
1959,"PMWYS01","Przeźmierowo/Wysogotowska",52.4363947800,16.7726737900,B
1329,"GLOS02","Głuszyna OSIR",52.3128791900,16.9689151300,A
1360,"CZER01","Czernichowska ",52.3464601100,16.9196288900,A
4019,"SCSZK03","Szczodrzykowo/Szkoła",52.2859329386,17.1017595676,C
2773,"MODW92","Most Dworcowy",52.4039202600,16.9112865200,A
60,"ZERO72","Żeromskiego",52.4155430100,16.8908253300,A
3654,"JKJAN01","Jankowo/",52.4446623933,17.1689359962,C
422,"WDNZ02","Widłakowa",52.4725384800,16.9472832300,A
3744,"KXMAG01","Koninko/Magazynowa",52.3155122200,17.0309845800,B
2039,"TPKAI01","Tarnowo Pdg/Karolewo I",52.4688476559,16.6838991601,C
3072,"SCSZC01","Szczytniki/Szczelinka",52.2936820244,17.0041530433,B
481,"WIML02","Wilczy Młyn",52.4372446300,16.9532701500,A
515,"OBOR02","Obornicka",52.4461147400,16.9080676400,A
3223,"KOLAK02","Komorniki/Łąkowa ",52.3322627573,16.8136328999,B
1194,"KZTJE02","Koziegłowy/Taczaka I",52.4479848100,17.0008845100,B
2035,"TPKAR01","Tarnowo Pdg/Karolewo III",52.4744062289,16.7012983274,C
100,"ARCI41","Arciszewskiego",52.3928844400,16.8867070100,A
2460,"SEMIO01","Siekierki Wielkie/Miodowa",52.3869170000,17.1599570000,C
2123,"KMRYN01","Kaźmierz/Rynek",52.5132944400,16.5831383400,C
3212,"WKGRO02","Więckowice/Gromadzka",52.3935590000,16.6383820000,C
3552,"KCZA01","Kotowicza",52.3669923000,16.8844597000,A
3121,"KNKOS01","Konarzewo/Kościelna",52.3349070000,16.7112930000,C
2336,"KVSKR01","Krzyżowniki/Boisko",52.3065438100,17.1315586200,B
1991,"LWGRZ02","Lusowo/Grzybowa",52.4192304600,16.7180372500,C
3594,"PNSTA02","Promno/Stacja",52.4720407732,17.2143302611,C
732,"STMI05","Stadion Miejski",52.3948915200,16.8613559400,A
1850,"RKROS03","Rokietnica/ROS",52.5123330300,16.7436003800,B
1362,"STAS01","Staszowska",52.3450232200,16.9275027300,A
2419,"SDRYN01","Swarzędz/Rynek",52.4105870000,17.0756670000,B
217,"SZWE41","Szwedzka",52.3821058400,16.9908248300,A
4049,"BLAZ42","Błażeja",52.4552270846,16.9446653053,A
922,"LURAT01","Luboń/Ratajskiego",52.3384430192,16.8916413800,B
126,"PLWI42","Pl. Wielkopolski",52.4103531800,16.9308266000,A
639,"LESK01","Leśnych Skrzatów",52.4124386400,16.8500791800,A
1103,"UE91","Uniwersytet Ekonomiczny",52.4053104200,16.9189207700,A
1175,"GNNZ01","Gnieźnieńska I",52.4279019100,17.0021879600,A
271,"GOOBO02","Golęczewo/Obornicka",52.5350930700,16.8354304500,C
3623,"KOJEZ04","Komorniki/Jeziorna",52.3289512252,16.8038191203,B
3849,"MERA01","Meissnera",52.4188519375,16.8654171899,A
2152,"TUSZK02","Tulce/Szkoła",52.3449015000,17.0673303800,B
508,"LUSZ01","Lutycka Szpital",52.4412379000,16.9072570100,A
1030,"RAKO01","Rakoniewicka",52.3775167500,16.8803468800,A
694,"DOOSR01","Dopiewo/Ośrodek Zdrowia",52.3591770600,16.6825271300,C
1177,"BOBA01","Bogucin Bałtycka",52.4302054700,17.0112901700,A
1387,"ZEGL01","Żeglarska",52.3566341900,16.9237549200,A
2300,"CEZAL02","Czerwonak/Zalesie",52.4649526388,16.9914910539,B
925,"LUSTR04","Luboń/Streicha",52.3482665045,16.8896195938,B
1713,"PAWI02","Park Wilsona",52.3981793400,16.9023767200,A
1493,"Z I02","Żegrze I",52.3789789000,16.9622621700,A
2662,"KDBAK02","Kórnik/Bnin Biernacka",52.2338924800,17.0960409300,C
4052,"JROL41","Jasna Rola",52.4517717915,16.9449456990,A
1082,"CZNZ01","Częstochowska",52.3841036300,16.8830213000,A
1333,"GLUS02","Głuszyna",52.3215929000,16.9482896200,A
276,"ZOCED02","Złotkowo/Cedrowa",52.5088791200,16.8369692000,B
3865,"CECME02","Czerwonak/Cmentarz",52.4585471500,16.9961692000,B
554,"PUSA02","Puszkina",52.4527483700,16.8649292500,A
3735,"KOKRY02","Komorniki/Kryształowa",52.3478390000,16.7833010000,B
3633,"LUJPA03","Luboń/Jana Pawła II",52.3455515078,16.8825064483,B
1186,"JAASF01","Janikowo/Asfaltowa",52.4406482262,17.0278094174,B
2452,"PKWIO01","Paczkowo/Wiosenna",52.3993070000,17.1588010000,C
1608,"KART01","Kartuska",52.4539337000,16.8798292600,A
2409,"SDPOL01","Swarzędz/Polna",52.4084140000,17.0841950000,B
616,"PLOT01","Przelot",52.4262619600,16.8599110000,A
765,"MARC03","Marcelińska",52.4039261400,16.8753788800,A
2118,"NKRZ02","Nad Krzesinką",52.3358593100,17.0097223700,A
2541,"SDPOG01","Swarzędz/Pogodna/Kórnicka",52.3995700000,17.0779220000,B
1737,"PLSLO02","Plewiska/Słoneczna",52.3663613300,16.8319087700,B
1002,"TRZE01","Trzebińska",52.3680834800,16.8421916800,A
2863,"TRZE04","Trzebińska",52.3675406400,16.8408455400,A
1575,"DMOW02","Dmowskiego",52.3874134900,16.8973474700,A
3841,"MWOGR01","Miękowo/Ogrodowa",52.4967773301,16.9839942117,C
1895,"RTSOB01","Rostworowo/Sobocka",52.5373891300,16.7591202400,B
2405,"GTSWI01","Gortatowo/Świetlica",52.4261090000,17.1100170000,B
1568,"KOCEN02","Komorniki/Centrum",52.3355844500,16.8069646800,B
576,"NJEZ01","Nad Jeziorem",52.4732931600,16.7943800500,A
2008,"LWSZK02","Lusowo/Szkoła",52.4333192800,16.7017828600,C
432,"RDWA02","Rdestowa",52.4892888700,16.9417493000,A
2531,"XRPET01","Kruszewnia/Pętla",52.3746730000,17.1031210000,C
2070,"LKADM01","Lusówko/Admiralska",52.4423930900,16.6340187400,C
80,"STMI41","Stadion Miejski",52.3957224800,16.8632981200,A
2056,"RUSZK02","Rumianek/Szkolna",52.4621237800,16.6240799700,C
2141,"BRDEB01","Borówiec/Dębowa",52.2903510000,17.0450950000,B
2002,"SIPRO01","Sierosław/Prosta",52.4026089100,16.6700099800,C
1299,"BRPOD02","Borówiec/Pod Borem",52.2804138600,17.0276079800,B
2298,"TCPET01","Tuczno/Pętla",52.5155781700,17.1367033100,C
1392,"STAW02","Starołęcka Wiadukt",52.3512638600,16.9213346700,A
556,"ZOWY01","Żołnierzy Wyklętych",52.4408092500,16.8675299200,A
755,"POLN01","Polna Szpital",52.4090092300,16.8935784100,A
2485,"SDGER01","Swarzędz/Orla/Geremka",52.3967790000,17.0571480000,B
619,"PONZ01","Polska",52.4186600000,16.8729303300,A
158,"KORN41","Kórnicka",52.3987998700,16.9520989000,A
1585,"TRAU02","Traugutta",52.3844670500,16.9153047500,A
499,"SUSZ01","Suszki",52.4468964900,16.9140589000,A
286,"ZLWIE01","Złotniki/Wieś",52.4867062600,16.8311198800,B
3610,"GSKA01","Głuchowska",52.3716286000,16.8747210000,A
946,"WINOW01","Wiry/Nowa",52.3175890715,16.8703167009,B
1319,"BBJDW02","Babki/Jednostka Wojskowa",52.3116340400,16.9377460700,B
2938,"XRZLO01","Kruszewnia/Złotopolska",52.3761980000,17.1021880000,C
1349,"RYDZ02","Rydzowa",52.3340806100,16.9119561700,A
291,"ZLZLO02","Złotniki/Złotnicka",52.4856637100,16.8546857500,B
1004,"KOWA02","Kowalewicka",52.3686819800,16.8458259200,A
2915,"SKSZA02","Skórzewo/Szarotkowa",52.3938595300,16.7962744300,B
2764,"SCTRZ02","Szczodrzykowo/Poznańska",52.2927239400,17.1080833300,C
2759,"DHKRE01","Dachowa/Kręta",52.3044238900,17.0817273900,B
1611,"LUBI02","Lubieńska",52.4491936600,16.8853455800,A
539,"PDNZ02","Podolańska",52.4357155201,16.8871403232,A
2479,"SDSKA01","Swarzędz/Skansen",52.4046070000,17.0583900000,B
2519,"RASAD01","Rabowice/Średzka",52.3877870000,17.0965760000,C
2174,"TUZDB02","Tulce/Zadęby",52.3452274300,17.0917709200,B
1300,"BRPOD01","Borówiec/Pod Borem",52.2805952400,17.0269315300,B
2230,"GWJSN02","Gowarzewo/Jesienna",52.3553068900,17.1162356400,B
2327,"SRJED02","Śródka/I",52.2980830200,17.1284983900,B
364,"STRO02","Stróżyńskiego",52.4517175200,16.9038872100,A
1797,"RSROS03","Rosnowo/",52.3249722000,16.7811346500,C
424,"RUMA01","Rumiankowa",52.4750613500,16.9464343200,A
9,"SOLA41","Sołacz",52.4235161000,16.9034093800,A
3182,"OSTY02","Os. Tysiąclecia",52.3921703578,16.9718634946,A
3699,"WOPO05","Wojska Polskiego",52.4292337530,16.8971459512,A
477,"WLOD02","Włodarska",52.4354973500,16.9470342300,A
638,"LESK02","Leśnych Skrzatów",52.4120367500,16.8525645500,A
518,"TULO02","Tułodzieckiej",52.4519531800,16.8876748900,A
400,"STOI04","Stoińskiego",52.4507071500,16.9287427700,A
384,"SZLI01","Szeligowskiego",52.4627051200,16.9179703700,A
165,"PLBE71","Pl. Bernardyński",52.4043220400,16.9370106900,A
1086,"SIEL71","Sielska",52.3840751200,16.8867624800,A
504,"PIAT01","Piątkowska",52.4416282200,16.9125521600,A
50,"POLA42","Połabska",52.4348514000,16.9323765300,A
1465,"JEZY01","Jeżycka",52.4162073700,16.9058398300,A
3549,"KEPI01","Kępińska",52.3711480000,16.8776533000,A
3621,"GLTEC03","Głuchowo/Tęczowa",52.3451700000,16.7758400000,C
1281,"MOGI02","Mogileńska",52.4096206000,16.9924945700,A
928,"LUOKR02","Luboń/Okrzei",52.3462911580,16.8863581723,B
3199,"DOKAS02","Dopiewo/Kasztanowa",52.3641111813,16.6714732918,C
1263,"CHAR04","Chartowo",52.3957374800,16.9825005300,A
191,"WSPO42","Wspólna",52.3772857100,16.9074117500,A
1524,"RODA01","Rodawska",52.3633881200,16.9964427400,A
3952,"KDPOP02","Kórnik/Poprzeczna",52.2505209837,17.0850097331,C
1612,"DZIA01","Dziadoszańska",52.3771225000,16.9692176000,A
1561,"GOSP03","Gospodarska",52.3557138000,17.0282243200,A
1021,"OSIA01","Ostatnia",52.3729464900,16.8648083500,A
1179,"JANZ02","Janikowska ",52.4317080300,17.0020624300,A
1719,"POGL42","Poznań Główny",52.4029387600,16.9149992700,A
2059,"RUKLU01","Rumianek/Świetlica",52.4594056800,16.6202422600,C
1516,"LOPA02","Łopawska",52.3692128700,16.9933133300,A
702,"ZKSWI02","Zakrzewo/Świerkowa",52.3987123100,16.7160926900,C
901,"LEDWO01","Łęczyca/Dworcowa",52.3158289853,16.8816209945,B
1674,"LUNIE02","Luboń/Niepodległości",52.3489519922,16.8908887443,B
140,"SWMI41","Św. Michała",52.4090145800,16.9623295000,A
2178,"TUKRA02","Tulce/Krańcowa",52.3490441300,17.1013903300,B
43,"PZEL42","Przełajowa",52.4251718300,16.9446484800,A
1028,"LESZ02","Leszczyńska",52.3761717900,16.8790264700,A
231,"RSTA45","Rondo Starołęka",52.3793126100,16.9426679000,A
2859,"PLPLD02","Plewiska/Południowa",52.3741747100,16.8203774300,B
537,"DOZD01","Dojazd",52.4356658500,16.9032891000,A
1972,"TPMAR01","Tarnowo Pdg/Marianowska",52.4549380500,16.7018251900,C
2148,"KXDZI02","Koninko/Dziennikarska",52.3090730000,17.0162780000,B
2393,"CEJAG01","Czerwonak/Jagiełły",52.4603589700,16.9877415900,B
2793,"PUNAD01","Puszczykowo/Nadwarciańska",52.2656695500,16.8728698200,C
1725,"NIED01","Niedziałkowskiego",52.3983500500,16.9185236700,A
3127,"KNPER02","Konarzewo/Perłowa",52.3405540348,16.6991732382,C
1388,"ZEGL02","Żeglarska",52.3569383400,16.9240614600,A
2755,"GDSPE02","Gądki/Spedycyjna",52.3103302600,17.0524906900,B
1683,"PONZ02","Polska",52.4204009500,16.8728458900,A
1218,"MILO01","Miłostowo",52.4102493000,17.0043568700,A
800,"ZAME02","Zamek",52.4085773200,16.9176634700,A
2304,"CEGAJ02","Czerwonak/Gajowa",52.4709255400,16.9953006700,B
3094,"LURZE02","Luboń/Rzeczna",52.3466790183,16.9014699172,B
425,"RUMA02","Rumiankowa",52.4758266200,16.9462312300,A
2237,"GWOSP01","Gowarzewo/OSP",52.3643857400,17.1246453700,B
525,"TRUS02","Truskawiecka",52.4428486200,16.8867695400,A
187,"ROLN42","Rolna",52.3839405700,16.9183777900,A
617,"BUZA02","Bużańska",52.4234695100,16.8663402700,A
2877,"GWTRU01","Gowarzewo/Truskawkowa",52.3667165500,17.1417408500,B
598,"CZKA02","Człopska",52.4350790000,16.8155120000,A
3842,"KCNOS01","Kicin/Nowe Osiedle",52.4679211589,17.0106463712,B
423,"WDNZ01","Widłakowa",52.4722248500,16.9474484300,A
869,"MODWK02","Mosina/Dworzec Kolejowy",52.2415089500,16.8516783400,C
2612,"GDWEZ01","Gądki/Węzeł",52.3118359500,17.0467649200,B
996,"SYCH02","Sycowska Centrum Handlowe",52.3547913800,16.8383158400,A
1162,"CHEM04","Chemiczna",52.4269845400,16.9656891000,A
133,"ROSR42","Rondo Śródka",52.4102429400,16.9556183400,A
3211,"WKGRO01","Więckowice/Gromadzka",52.3955110000,16.6379850000,C
1348,"RYDZ01","Rydzowa",52.3343571500,16.9119543700,A
2895,"KVWIA02","Krzyżowniki/Wiadukt",52.3109020000,17.1405273400,B
3939,"WLOD41","Włodarska",52.4363186361,16.9470855457,A
1000,"SYCO01","Sycowska I",52.3643997500,16.8389831500,A
2170,"PRPLN02","Promnice/Północna",52.5413730300,16.9657950700,C
792,"OPW02","Os. Powstańców W-wy",52.4354032800,16.9138770000,A
2486,"SDGER02","Swarzędz/Orla/Geremka",52.3975530000,17.0594230000,B
2127,"KXDRU02","Koninko/Drukarska",52.3197820000,17.0239600000,B
751,"SZYL02","Szylinga",52.4078811500,16.9000950500,A
3207,"ZROWO01","Zborowo/",52.3722760000,16.6315260000,C
4194,"SKOGR02","Skórzewo/Ogrodowa",52.3948284298,16.7875710430,B
20,"NADW41","Nad Wierzbakiem",52.4214233900,16.9080444000,A
991,"LUFAO01","Luboń/Factory Outlet",52.3542731803,16.8910363199,B
3102,"MGPOZ01","M. Goślina/Poznańska",52.5736495671,17.0110448254,C
2306,"KXZDB02","Komorniki gm.Kleszczewo/Zadęby",52.3419896800,17.1120038000,B
3938,"BNSZK02","Baranowo/Wypoczynkowa Szkoła",52.4427290000,16.7914660000,B
3679,"KUWI02","Kurlandzka Wiadukt",52.3817347512,16.9788585797,A
1074,"SCIE01","Ściegiennego",52.3900928200,16.8736985100,A
3548,"OKEI02","Okrzei",52.3611998000,16.8857784000,A
1118,"KORA01","Koronna",52.4293591700,16.9159165000,A
673,"SKGIM02","Skórzewo/Kozierowskiego Szkoła",52.3907185500,16.7772333700,B
15,"SLKA42","Słowiańska",52.4271177700,16.9192237100,A
1453,"KLIN02","Klin",52.4185597700,16.9137508000,A
2665,"KDMOD01","Kórnik/Modrzewiowa",52.2422387500,17.0962690000,C
2016,"BNKLO02","Baranowo/Klonowa",52.4437623876,16.7858444080,B
1742,"PLZCH01","Plewiska/Zachodnia",52.3694219400,16.8211310500,B
612,"TATR01","Tatrzańska",52.4295369100,16.8477457600,A
2181,"BOFAU02","Bolechowo-Os./Fabryka Autobusów",52.5460981400,16.9729352500,C
2154,"KAPOL02","Kamionki/Polna",52.2860552600,16.9886908500,B
2113,"BZZNO01","Brzezno/",52.4912558700,16.6223832000,C
2270,"SHCIN01","Szlachęcin/",52.5601540700,16.9808261900,C
893,"PUZRO02","Puszczykowo/Źródlana",52.2926917600,16.8614444000,C
3715,"PRSOS02","Promnice/Sosnowa",52.5449785500,16.9656800800,C
2125,"JRSKL01","Jaryszki/Składowa",52.3299460000,17.0161340000,B
2337,"MAJED02","Markowice/I",52.3009852400,17.2180668600,B
2076,"LKDOP01","Lusówko/Dopiewska",52.4280784300,16.6457201500,C
1462,"URBA02","Urbanowska",52.4217549800,16.9196918200,A
1248,"SDRAC02","Swarzędz/Os. Raczyńskiego",52.4000140000,17.0633630000,B
3750,"DHWIA02","Dachowa/Wiatrakowa",52.3022397800,17.0878213600,B
1484,"L II02","Os. Lecha II",52.3871198400,16.9711894800,A
1882,"NASTA01","Napachanie/Starzyńska",52.4892960000,16.7314650000,B
1012,"KOWI01","Kowalewicka Wiadukt",52.3610670800,16.8540189100,A
2091,"CDBRZ02","Ceradz Dolny/Brzoza Huby",52.4246251400,16.5448342400,C
538,"DOZD02","Dojazd",52.4365693300,16.9011971400,A
305,"SLKOS02","Suchy Las/Kościół",52.4723317000,16.8780680300,B
592,"KRZY02","Krzyżowniki",52.4418361500,16.8074558100,A
2037,"TPKAW01","Tarnowo Pdg/Karolewo II",52.4720497675,16.6955133625,C
2481,"SDZUR01","Swarzędz/Armii Poznań/Żurawia",52.3951720000,17.0593690000,B
655,"EDWA01","Edwardowo",52.4094642300,16.8473731400,A
1838,"KISAN01","Kiekrz/Sanktuarium",52.4877368500,16.7763700000,B
2291,"WESZK01","Wierzonka/Szkoła",52.4876560000,17.0918870000,C
3975,"CEBLE02","Czerwonak/Błękitna",52.4644218823,16.9988698356,B
2332,"SRTRZ02","Śródka/III",52.2968637400,17.1383730100,B
2177,"TUKRA01","Tulce/Krańcowa",52.3485934900,17.0994081500,B
2293,"DEKAS02","Dębogóra/Kasztanowa",52.4913690400,17.0965076600,C
2403,"GTDOZ01","Gortatowo/Dożynkowa",52.4245940000,17.1025960000,B
3209,"WKBLO01","Więckowice/Bloki",52.3897464170,16.6405414389,C
629,"SWOB02","Swoboda",52.4117809300,16.8724554100,A
2204,"OWPAL02","Owińska/Pałac",52.5130679600,16.9753961500,C
456,"OLOK01","Os. Łokietka",52.4480726000,16.9437394000,A
